StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q18,Gender,Investing knowledge,Age,Education,Household income,Ethnicity,Stock_1,Q26,Q22,Gender,Investing knowledge,Age,Education,Household income,Ethnicity,Stock_1,Q25
2022-04-06 16:15:41,2022-04-06 16:22:23,IP Address,72.68.154.90,100,401,True,2022-04-06 16:22:23,R_vqRKDqLyggtzZbH,,,,,40.59779999999999944293449516408145427703857421875,-74.000100000000003319655661471188068389892578125,anonymous,EN,,,,,,,,,,61509dc344cd6b66da8bf921,Female,0-1 year,20-59,Undergraduate,$50-$100k,White,5,
2022-04-06 16:22:09,2022-04-06 16:22:43,IP Address,24.209.166.103,100,33,True,2022-04-06 16:22:43,R_3jW3zFp8U1i09ev,,,,,43.01400000000000289901436190120875835418701171875,-88.27830000000000154614099301397800445556640625,anonymous,EN,,,,,,,,,,5bf465a2f35e0c00010178af,Male,1-5 years,20-59,Postgraduate,$100-$150k,White,69,
2022-04-06 16:19:44,2022-04-06 16:22:45,IP Address,71.194.109.174,100,180,True,2022-04-06 16:22:45,R_w18LAtKfIaLI2Yx,,,,,42.04690000000000082991391536779701709747314453125,-88.105099999999993087840266525745391845703125,anonymous,EN,5bf2337547415500011598f0,Male,5-10 years,20-59,Associate,$50-$100k,White,70,,,,,,,,,,
2022-04-06 16:21:57,2022-04-06 16:22:59,IP Address,66.215.49.119,100,62,True,2022-04-06 16:23:00,R_YQV4aCldYh9TZm1,,,,,35.261200000000002319211489520967006683349609375,-120.655000000000001136868377216160297393798828125,anonymous,EN,60ebd10c620f3e024c3a39a5,Male,1-5 years,20-59,Associate,<$25k,Hispanic,63,,,,,,,,,,
2022-04-06 16:21:12,2022-04-06 16:23:41,IP Address,72.180.118.58,100,148,True,2022-04-06 16:23:41,R_uqzJ42hyZ5nqBvH,,,,,33.02250000000000085265128291212022304534912109375,-96.7289999999999992041921359486877918243408203125,anonymous,EN,,,,,,,,,,60fe6fa2d999fbf55d02ec23,Female,0-1 year,20-59,High School,$50-$100k,Asian,71,
2022-04-06 16:22:51,2022-04-06 16:23:42,IP Address,24.184.248.188,100,51,True,2022-04-06 16:23:42,R_2dXAS9W5y7cjIPa,,,,,40.7924000000000006593836587853729724884033203125,-74.009600000000006048139766789972782135009765625,anonymous,EN,,,,,,,,,,5be10ec03e09dc00010e8ccc,Male,10+ years,20-59,Postgraduate,$100-$150k,White,0,
2022-04-06 16:21:06,2022-04-06 16:23:48,IP Address,172.58.27.108,100,162,True,2022-04-06 16:23:49,R_2dfOWjfdhDv1jl1,,,,,34.0544000000000011141310096718370914459228515625,-118.2441000000000030922819860279560089111328125,anonymous,EN,,,,,,,,,,558823c2fdf99b318cb4224b,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,42,
2022-04-06 16:22:55,2022-04-06 16:23:54,IP Address,23.113.82.76,100,59,True,2022-04-06 16:23:55,R_WB5jW9dXiZxfAZP,,,,,35.41449999999999675992512493394315242767333984375,-119.0403000000000020008883439004421234130859375,anonymous,EN,,,,,,,,,,60ff1c72c1a37791bb5e1c7a,Male,0-1 year,< 20,High School,$100-$150k,White,70,
2022-04-06 16:23:32,2022-04-06 16:24:14,IP Address,75.22.103.98,100,42,True,2022-04-06 16:24:15,R_Dq73OxLklnwDLvr,,,,,40.110399999999998499333742074668407440185546875,-83.113100000000002864908310584723949432373046875,anonymous,EN,58043bb3bd8a970001fdef44,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,70,,,,,,,,,,
2022-04-06 16:22:53,2022-04-06 16:24:15,IP Address,70.175.207.124,100,82,True,2022-04-06 16:24:15,R_1GO14imyvdXU9wL,,,,,41.7760999999999995679900166578590869903564453125,-71.4451999999999998181010596454143524169921875,anonymous,EN,,,,,,,,,,5e4093f945df2e2d360ac48f,Female,1-5 years,20-59,High School,$50-$100k,White,95,
2022-04-06 16:23:27,2022-04-06 16:24:19,IP Address,165.254.183.101,100,52,True,2022-04-06 16:24:20,R_1KflylKpEqbdBgL,,,,,40.6304999999999978399500832892954349517822265625,-89.6951999999999998181010596454143524169921875,anonymous,EN,,,,,,,,,,5a9c91196219a30001f534a5,Male,10+ years,20-59,Undergraduate,$50-$100k,Asian,18,
2022-04-06 16:22:26,2022-04-06 16:24:23,IP Address,100.6.170.233,100,116,True,2022-04-06 16:24:23,R_1kNNPSJtKth7y7k,,,,,40.3684999999999973852027324028313159942626953125,-80.050399999999996225596987642347812652587890625,anonymous,EN,5bad1b21defccb0001f75812,Male,5-10 years,20-59,Undergraduate,$25-$50k,White,0,,,,,,,,,,
2022-04-06 16:23:39,2022-04-06 16:24:26,IP Address,98.35.164.77,100,46,True,2022-04-06 16:24:26,R_1JXfavx5Y6XK9It,,,,,37.4405000000000001136868377216160297393798828125,-122.1478000000000037061909097246825695037841796875,anonymous,EN,,,,,,,,,,5e6a34ed08a6ec0a7f75df79,Male,1-5 years,20-59,Undergraduate,$25-$50k,Asian,36,
2022-04-06 16:23:09,2022-04-06 16:24:33,IP Address,47.227.250.138,100,83,True,2022-04-06 16:24:33,R_2BnvVT1pExoLe3b,,,,,39.97440000000000281943357549607753753662109375,-86.0828999999999950887286104261875152587890625,anonymous,EN,5e815773285d3883ba2fbbcf,Male,1-5 years,20-59,Postgraduate,$50-$100k,White,73,,,,,,,,,,
2022-04-06 16:22:41,2022-04-06 16:24:37,IP Address,73.173.103.253,100,115,True,2022-04-06 16:24:37,R_1E3SuqVOBbrdzXB,,,,,39.2124000000000023646862246096134185791015625,-76.877600000000001045918907038867473602294921875,anonymous,EN,5b18248744127b00013f90ce,Male,1-5 years,20-59,Undergraduate,$150k+,White,65,,,,,,,,,,
2022-04-06 16:24:01,2022-04-06 16:24:37,IP Address,104.3.177.70,100,35,True,2022-04-06 16:24:38,R_PUs9KwBDSz8YZdD,,,,,30.366800000000001347189027001149952411651611328125,-81.587299999999999045030563138425350189208984375,anonymous,EN,60ad344265fa9865ff45c0bf,Male,1-5 years,20-59,Postgraduate,$150k+,Native American,25,,,,,,,,,,
2022-04-06 16:23:52,2022-04-06 16:24:41,IP Address,199.185.175.97,100,49,True,2022-04-06 16:24:42,R_1FerwLuZJYGmQxR,,,,,33.8019000000000033878677641041576862335205078125,-84.38609999999999899955582804977893829345703125,anonymous,EN,,,,,,,,,,61089ac8867ae303ec5acda5,Female,0-1 year,20-59,Undergraduate,$150k+,White,50,
2022-04-06 16:22:57,2022-04-06 16:24:45,IP Address,47.224.177.130,100,107,True,2022-04-06 16:24:45,R_2YkUh8FquV3fjHY,,,,,38.984600000000000363797880709171295166015625,-119.1556000000000068439476308412849903106689453125,anonymous,EN,602348484d326a1c5aa80bb7,Female,0-1 year,20-59,Undergraduate,$25-$50k,White,40,,,,,,,,,,
2022-04-06 16:23:34,2022-04-06 16:24:51,IP Address,184.56.32.17,100,76,True,2022-04-06 16:24:51,R_1CqEhENj0knUBvr,,,,,41.56960000000000121644916362129151821136474609375,-81.209599999999994679455994628369808197021484375,anonymous,EN,5fe57bf5e5e631377b36f47b,Female,10+ years,60+,Undergraduate,$50-$100k,White,70,,,,,,,,,,
2022-04-06 16:24:36,2022-04-06 16:25:10,IP Address,172.58.203.18,100,34,True,2022-04-06 16:25:10,R_2rMzTD07VW1GhYn,,,,,40.03450000000000130739863379858434200286865234375,-75.1192999999999955207385937683284282684326171875,anonymous,EN,5dd6a565f30aa662cba3d8de,Male,1-5 years,20-59,Undergraduate,<$25k,White,57,,,,,,,,,,
2022-04-06 16:24:22,2022-04-06 16:25:33,IP Address,73.83.186.67,100,71,True,2022-04-06 16:25:33,R_268U98Yunq841BE,,,,,47.1101000000000027512214728631079196929931640625,-122.775000000000005684341886080801486968994140625,anonymous,EN,612ed8af9d93efd6ebb90ca5,Female,10+ years,60+,Undergraduate,$100-$150k,White,35,,,,,,,,,,
2022-04-06 16:25:08,2022-04-06 16:25:49,IP Address,98.215.157.38,100,41,True,2022-04-06 16:25:49,R_bD9kXcLOTtEd6lr,,,,,40.5656000000000034333424991928040981292724609375,-89.625100000000003319655661471188068389892578125,anonymous,EN,,,,,,,,,,5d332957d0635b00013bd785,Male,5-10 years,20-59,Associate,$50-$100k,White,90,
2022-04-06 16:25:31,2022-04-06 16:26:32,IP Address,45.24.143.202,100,60,True,2022-04-06 16:26:32,R_R9NKUp4NC59tOQp,,,,,34.79809999999999803321770741604268550872802734375,-82.3958999999999974761522025801241397857666015625,anonymous,EN,,,,,,,,,,614f5734ca61d17940ac78b3,Female,10+ years,20-59,Undergraduate,$100-$150k,White,72,
2022-04-06 16:25:15,2022-04-06 16:26:33,IP Address,174.198.76.248,100,77,True,2022-04-06 16:26:33,R_3hrRovAcMtwKHNc,,,,,41.2580999999999988858689903281629085540771484375,-95.9325000000000045474735088646411895751953125,anonymous,EN,,,,,,,,,,610729db4d4b0ad8d3b790af,Female,10+ years,20-59,Postgraduate,$100-$150k,White,71,
2022-04-06 16:23:30,2022-04-06 16:26:38,IP Address,73.223.196.37,100,187,True,2022-04-06 16:26:38,R_24N9hFajkhBG9Rb,,,,,37.77029999999999887450030655600130558013916015625,-122.4407000000000067529981606639921665191650390625,anonymous,EN,,,,,,,,,,5dedf0483711364928753ecd,Male,0-1 year,20-59,Undergraduate,$50-$100k,Asian,0,
2022-04-06 16:25:39,2022-04-06 16:26:41,IP Address,67.176.236.235,100,62,True,2022-04-06 16:26:42,R_2Yb1gl1fEi1UtDw,,,,,39.76970000000000027284841053187847137451171875,-89.6885999999999938836481305770576000213623046875,anonymous,EN,600dd1ea271cf06201979123,Female,1-5 years,20-59,Postgraduate,<$25k,White,44,,,,,,,,,,
2022-04-06 16:24:36,2022-04-06 16:27:08,IP Address,68.14.148.196,100,152,True,2022-04-06 16:27:08,R_zYaMBGKV7W5FBZv,,,,,41.7042000000000001591615728102624416351318359375,-71.4557999999999964302332955412566661834716796875,anonymous,EN,,,,,,,,,,5fdf73646f47647c4dd0d59e,Female,1-5 years,20-59,Undergraduate,$150k+,Asian,50,
2022-04-06 16:25:19,2022-04-06 16:27:15,IP Address,47.132.148.151,100,115,True,2022-04-06 16:27:15,R_2B9CJpGz9Hzll6o,,,,,36.732799999999997453414835035800933837890625,-76.589799999999996771293808706104755401611328125,anonymous,EN,5bd0607192f92c0001f84021,Female,1-5 years,20-59,Postgraduate,$50-$100k,Black,31,,,,,,,,,,
2022-04-06 16:25:14,2022-04-06 16:27:17,IP Address,96.58.173.103,100,122,True,2022-04-06 16:27:17,R_33qkiEpT60doVCs,,,,,27.788900000000001710986907710321247577667236328125,-82.71920000000000072759576141834259033203125,anonymous,EN,5a50fab2f6c517000194760b,Female,10+ years,60+,Undergraduate,$50-$100k,White,20,,,,,,,,,,
2022-04-06 16:27:22,2022-04-06 16:27:48,IP Address,73.55.5.13,100,25,True,2022-04-06 16:27:48,R_R4FJG4bxF0cG5Kp,,,,,27.239999999999998436805981327779591083526611328125,-82.4754999999999967030817060731351375579833984375,anonymous,EN,,,,,,,,,,5b3e57b3c2e381000175e656,Male,0-1 year,60+,High School,<$25k,White,0,
2022-04-06 16:26:49,2022-04-06 16:27:54,IP Address,71.232.143.111,100,64,True,2022-04-06 16:27:54,R_1CDE9L4Zai3dxny,,,,,41.83149999999999835154085303656756877899169921875,-72.7198000000000064346750150434672832489013671875,anonymous,EN,608cc945d87a9e15dcf958a5,Male,10+ years,20-59,Postgraduate,$50-$100k,White,20,,,,,,,,,,
2022-04-06 16:27:08,2022-04-06 16:28:01,IP Address,24.90.188.162,100,52,True,2022-04-06 16:28:01,R_2P1MxA1JI8Mmpdz,,,,,40.69500000000000028421709430404007434844970703125,-73.79099999999999681676854379475116729736328125,anonymous,EN,,,,,,,,,,6234d4d2b57dba20c31b7a80,Male,1-5 years,20-59,Undergraduate,$50-$100k,Asian,68,
2022-04-06 16:26:34,2022-04-06 16:28:19,IP Address,47.13.90.77,100,105,True,2022-04-06 16:28:19,R_SHqJivmabdaS6T7,,,,,36.17320000000000135287336888723075389862060546875,-85.45359999999999445208231918513774871826171875,anonymous,EN,,,,,,,,,,5bb101078f3bd70001e51bfe,Male,5-10 years,20-59,Undergraduate,$25-$50k,White,62,
2022-04-06 16:26:40,2022-04-06 16:28:22,IP Address,76.183.132.139,100,102,True,2022-04-06 16:28:22,R_23VOgI6Q94rcI8w,,,,,32.854500000000001591615728102624416351318359375,-97.1359000000000065710992203094065189361572265625,anonymous,EN,5fb3ee1e63363a000b7038cb,Female,10+ years,60+,Postgraduate,$25-$50k,White,35,,,,,,,,,,
2022-04-06 16:23:42,2022-04-06 16:28:26,IP Address,68.3.4.67,100,283,True,2022-04-06 16:28:26,R_08LN9NyIQ46gbAZ,,,,,33.3121000000000009322320693172514438629150390625,-111.8212999999999937017491902224719524383544921875,anonymous,EN,61676d0d1052f1f78042f8d0,Male,5-10 years,20-59,High School,$25-$50k,Asian,10,,,,,,,,,,
2022-04-06 16:27:55,2022-04-06 16:28:32,IP Address,69.136.249.77,100,36,True,2022-04-06 16:28:32,R_3OrGsKqRX9bRgXu,,,,,39.37729999999999819237928022630512714385986328125,-74.612300000000004729372449219226837158203125,anonymous,EN,604dff87be5115f1266d3963,Male,10+ years,20-59,Postgraduate,$25-$50k,White,50,,,,,,,,,,
2022-04-06 16:27:51,2022-04-06 16:28:35,IP Address,70.179.77.239,100,43,True,2022-04-06 16:28:35,R_2dWRj8t1i6J6qHu,,,,,39.0176000000000016143530956469476222991943359375,-95.743099999999998317434801720082759857177734375,anonymous,EN,,,,,,,,,,5f1cc767c8e0fc581cae1afa,Female,0-1 year,20-59,Associate,<$25k,White,2,
2022-04-06 16:27:45,2022-04-06 16:28:34,IP Address,47.153.246.36,100,49,True,2022-04-06 16:28:36,R_2Qy1mkXZ0zYXyr9,,,,,34.48020000000000351292328559793531894683837890625,-117.409300000000001773514668457210063934326171875,anonymous,EN,58a623e90da7f10001de8553,Female,10+ years,20-59,High School,$50-$100k,White,60,,,,,,,,,,
2022-04-06 16:27:52,2022-04-06 16:28:37,IP Address,68.162.217.251,100,45,True,2022-04-06 16:28:37,R_1dhKP31LYSVv88C,,,,,42.53009999999999735109668108634650707244873046875,-71.755300000000005411493475548923015594482421875,anonymous,EN,,,,,,,,,,6164f0d4bcacb419327b7f91,Male,1-5 years,20-59,Undergraduate,$100-$150k,White,11,
2022-04-06 16:28:27,2022-04-06 16:28:51,IP Address,65.28.253.32,100,23,True,2022-04-06 16:28:51,R_2ZJMYe7Vb9e4zcW,,,,,39.1417000000000001591615728102624416351318359375,-84.517200000000002546585164964199066162109375,anonymous,EN,5c0c23a7217d60000112173a,Female,1-5 years,20-59,Undergraduate,$25-$50k,White,61,,,,,,,,,,
2022-04-06 16:22:00,2022-04-06 16:29:06,IP Address,68.250.112.136,100,425,True,2022-04-06 16:29:07,R_WAuP5bu16WU8sJH,,,,,41.9209000000000031604940886609256267547607421875,-87.7043000000000034788172342814505100250244140625,anonymous,EN,,,,,,,,,,60b9246549c99480c6930d0e,Male,1-5 years,20-59,Postgraduate,$50-$100k,Black,90,
2022-04-06 16:28:05,2022-04-06 16:29:26,IP Address,68.129.197.235,100,81,True,2022-04-06 16:29:27,R_SAVYERCGEPCEINP,,,,,40.64620000000000032969182939268648624420166015625,-73.9558999999999997498889570124447345733642578125,anonymous,EN,5c2eb9c30091e40001cba678,Female,1-5 years,20-59,Postgraduate,$50-$100k,Black,70,,,,,,,,,,
2022-04-06 16:27:59,2022-04-06 16:29:30,IP Address,71.120.147.137,100,91,True,2022-04-06 16:29:31,R_1JXCRM7OcKneuS4,,,,,36.79690000000000082991391536779701709747314453125,-76.179699999999996862243278883397579193115234375,anonymous,EN,,,,,,,,,,5f01b9892b6ad501d933a117,Female,10+ years,20-59,Undergraduate,$50-$100k,Other,65,
2022-04-06 16:29:20,2022-04-06 16:30:01,IP Address,68.80.6.6,100,41,True,2022-04-06 16:30:02,R_1yTOotcYzK73Uu5,,,,,40.09830000000000183035808731801807880401611328125,-75.1032000000000010686562745831906795501708984375,anonymous,EN,6158d01f302cf46b673dd597,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,87,,,,,,,,,,
2022-04-06 16:29:55,2022-04-06 16:30:30,IP Address,76.167.72.35,100,34,True,2022-04-06 16:30:30,R_6lNtG4oUyL6IKxH,,,,,32.91669999999999873807610129006206989288330078125,-117.0902999999999991587174008600413799285888671875,anonymous,EN,,,,,,,,,,6100458b3310f413e3977d88,Male,1-5 years,< 20,Undergraduate,$150k+,White,25,
2022-04-06 16:29:50,2022-04-06 16:30:33,IP Address,73.125.200.142,100,42,True,2022-04-06 16:30:34,R_3JFA2E7gS1zLROH,,,,,26.215399999999998925659383530728518962860107421875,-80.2710000000000007958078640513122081756591796875,anonymous,EN,59baa8d10ac77f0001f05218,Male,10+ years,20-59,Undergraduate,$100-$150k,Other,50,,,,,,,,,,
2022-04-06 16:27:53,2022-04-06 16:30:39,IP Address,68.186.65.103,100,166,True,2022-04-06 16:30:39,R_2y9IqoqhAmJEBHL,,,,,46.59219999999999828332875040359795093536376953125,-120.530000000000001136868377216160297393798828125,anonymous,EN,5f3ecc42701f7b169ba22ff9,Male,10+ years,20-59,Undergraduate,$100-$150k,White,34,,,,,,,,,,
2022-04-06 16:29:03,2022-04-06 16:30:41,IP Address,70.59.94.166,100,97,True,2022-04-06 16:30:41,R_3kLeWjiekbQaL54,,,,,44.91210000000000235331754083745181560516357421875,-93.1717000000000012960299500264227390289306640625,anonymous,EN,,,,,,,,,,5ac440da9534ba0001c736da,Male,1-5 years,20-59,Associate,<$25k,White,70,
2022-04-06 16:29:38,2022-04-06 16:30:42,IP Address,98.235.198.208,100,64,True,2022-04-06 16:30:42,R_3nNq2p81SD8xGNt,,,,,40.17880000000000251247911364771425724029541015625,-77.0046999999999997044142219237983226776123046875,anonymous,EN,5f490d10022f3f2e8f33cc9a,Male,10+ years,20-59,Postgraduate,$50-$100k,Asian,100,,,,,,,,,,
2022-04-06 16:30:02,2022-04-06 16:30:45,IP Address,71.232.130.176,100,43,True,2022-04-06 16:30:46,R_308CymLQGHvgk5S,,,,,42.757800000000003137756721116602420806884765625,-71.46989999999999554347596131265163421630859375,anonymous,EN,5831f08ebfb3b400015a6ad4,Male,5-10 years,20-59,Undergraduate,$25-$50k,White,100,,,,,,,,,,
2022-04-06 16:28:42,2022-04-06 16:30:46,IP Address,107.77.236.9,100,123,True,2022-04-06 16:30:46,R_3hzG1NVQBcHoVpC,,,,,37.75099999999999766941982670687139034271240234375,-97.8220000000000027284841053187847137451171875,anonymous,EN,5aad9c53c4914b0001a39659,Female,1-5 years,20-59,Postgraduate,$50-$100k,White,68,,,,,,,,,,
2022-04-06 16:29:46,2022-04-06 16:30:54,IP Address,172.58.231.246,100,68,True,2022-04-06 16:30:55,R_3wK3YcTEI4MSy4N,,,,,40.68769999999999953388396534137427806854248046875,-73.9266999999999967485564411617815494537353515625,anonymous,EN,,,,,,,,,,5f51c9c635293d422d2987db,Female,1-5 years,20-59,Undergraduate,$25-$50k,Asian,51,
2022-04-06 16:28:55,2022-04-06 16:31:11,IP Address,72.230.214.240,100,136,True,2022-04-06 16:31:12,R_2TLFNsWx5jGi3Ta,,,,,41.98400000000000176214598468504846096038818359375,-76.52150000000000318323145620524883270263671875,anonymous,EN,,,,,,,,,,61074ae762b0186a302f1028,Male,1-5 years,20-59,High School,$25-$50k,White,92,
2022-04-06 16:30:46,2022-04-06 16:31:18,IP Address,132.177.238.68,100,31,True,2022-04-06 16:31:19,R_10oyEeN7HfraubU,,,,,43.11970000000000169393388205207884311676025390625,-70.9240999999999957026375341229140758514404296875,anonymous,EN,6068c4726f6775a68598647f,Female,1-5 years,20-59,Undergraduate,$150k+,White,45,,,,,,,,,,
2022-04-06 16:29:55,2022-04-06 16:31:39,IP Address,184.58.171.36,100,103,True,2022-04-06 16:31:39,R_2TvmCZn5soZpTBz,,,,,43.30330000000000012505552149377763271331787109375,-88.001699999999999590727384202182292938232421875,anonymous,EN,,,,,,,,,,614e7196ef4fbb72f9a5223c,Male,1-5 years,60+,Undergraduate,<$25k,White,40,
2022-04-06 16:25:59,2022-04-06 16:31:58,IP Address,71.195.36.117,100,358,True,2022-04-06 16:31:58,R_3maVoqfz1wCvN1X,,,,,45.0116000000000013869794202037155628204345703125,-93.03509999999999990905052982270717620849609375,anonymous,EN,,,,,,,,,,561bbdf9811d22000df3138a,Male,1-5 years,20-59,Undergraduate,$50-$100k,White,77,
2022-04-06 16:31:17,2022-04-06 16:32:02,IP Address,172.58.29.170,100,45,True,2022-04-06 16:32:03,R_ByvrZwBxiqtNT6F,,,,,34.1210999999999984311216394416987895965576171875,-117.4361999999999994770405464805662631988525390625,anonymous,EN,,,,,,,,,,60ca793758a2501babb08221,Male,5-10 years,20-59,Undergraduate,$100-$150k,White,52,
2022-04-06 16:30:29,2022-04-06 16:32:02,IP Address,24.30.118.134,100,92,True,2022-04-06 16:32:03,R_VPW83OgkfynaMcV,,,,,33.8780000000000001136868377216160297393798828125,-83.892300000000005866240826435387134552001953125,anonymous,EN,,,,,,,,,,5a99003d777df200015ff521,Male,1-5 years,20-59,Undergraduate,$25-$50k,White,67,
2022-04-06 16:29:22,2022-04-06 16:32:05,IP Address,99.17.240.15,100,163,True,2022-04-06 16:32:06,R_20P5INT4gzX0vqY,,,,,40.11489999999999866986399865709245204925537109375,-82.9054000000000002046363078989088535308837890625,anonymous,EN,,,,,,,,,,60b5141acdfeaaf91d9dc145,Male,10+ years,60+,Postgraduate,$100-$150k,White,40,
2022-04-06 16:31:20,2022-04-06 16:32:21,IP Address,174.104.112.136,100,60,True,2022-04-06 16:32:21,R_2rMjGo5WhnaAgrm,,,,,41.141300000000001091393642127513885498046875,-81.3444999999999964757080306299030780792236328125,anonymous,EN,,,,,,,,,,5cfdd7d53ca1bb00011030d4,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,78,
2022-04-06 16:31:31,2022-04-06 16:32:25,IP Address,73.140.103.207,100,53,True,2022-04-06 16:32:25,R_sbA2RbWpMrbHfs5,,,,,47.1037000000000034560798667371273040771484375,-122.323499999999995679900166578590869903564453125,anonymous,EN,58c1d1fb8a3f870001c0e34c,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,80,,,,,,,,,,
2022-04-06 16:31:51,2022-04-06 16:32:38,IP Address,172.56.13.97,100,46,True,2022-04-06 16:32:38,R_1KyfWpevT4zdF1I,,,,,39.77640000000000242152964347042143344879150390625,-86.107699999999994133759173564612865447998046875,anonymous,EN,,,,,,,,,,607cce4d28ef1f0561fc93ca,Female,1-5 years,20-59,Postgraduate,$25-$50k,White,61,
2022-04-06 16:31:36,2022-04-06 16:32:38,IP Address,75.66.242.185,100,62,True,2022-04-06 16:32:38,R_2Bafgcym69Ftvrl,,,,,35.15670000000000072759576141834259033203125,-89.927400000000005775291356258094310760498046875,anonymous,EN,6234a8a7dca8124a2b88859b,Male,10+ years,20-59,Postgraduate,$100-$150k,White,50,,,,,,,,,,
2022-04-06 16:31:19,2022-04-06 16:32:51,IP Address,73.115.63.136,100,92,True,2022-04-06 16:32:52,R_0rpTegJs1zcGjZv,,,,,29.811800000000001631406121305190026760101318359375,-95.5087999999999937017491902224719524383544921875,anonymous,EN,,,,,,,,,,5cc67691ea6fbc001c4c87f9,Male,5-10 years,20-59,Undergraduate,$100-$150k,Black,27,
2022-04-06 16:31:45,2022-04-06 16:32:55,IP Address,174.250.44.10,100,69,True,2022-04-06 16:32:55,R_1gBBiWrWTbqkKRb,,,,,37.75099999999999766941982670687139034271240234375,-97.8220000000000027284841053187847137451171875,anonymous,EN,6105b1b285e91680458bd341,Female,10+ years,20-59,Postgraduate,$25-$50k,White,80,,,,,,,,,,
2022-04-06 16:32:16,2022-04-06 16:33:04,IP Address,174.204.197.109,100,48,True,2022-04-06 16:33:04,R_3hgVXM87s6FJYCv,,,,,45.48049999999999926103555480949580669403076171875,-122.6363000000000056388671509921550750732421875,anonymous,EN,5ed557c95e70390d7ce48fab,Female,1-5 years,20-59,Undergraduate,$50-$100k,White,51,,,,,,,,,,
2022-04-06 16:32:37,2022-04-06 16:33:54,IP Address,108.80.17.133,100,76,True,2022-04-06 16:33:54,R_2ccGN69W3v6DQ8W,,,,,33.83579999999999898818714427761733531951904296875,-117.9063000000000016598278307355940341949462890625,anonymous,EN,,,,,,,,,,6154c67a13737c3eb2f74a2b,Male,5-10 years,20-59,Undergraduate,$50-$100k,White,9,
2022-04-06 16:32:51,2022-04-06 16:33:56,IP Address,204.131.105.234,100,65,True,2022-04-06 16:33:56,R_3GprPXNcqCHcBWE,,,,,33.33220000000000027284841053187847137451171875,-111.994200000000006411937647499144077301025390625,anonymous,EN,610ec959239ea841804ebc88,Male,0-1 year,20-59,Postgraduate,$50-$100k,Asian,82,,,,,,,,,,
2022-04-06 16:33:16,2022-04-06 16:33:59,IP Address,98.190.207.174,100,42,True,2022-04-06 16:33:59,R_2UWvtfZ3iUQWXPi,,,,,37.25569999999999737383404863066971302032470703125,-79.98120000000000118234311230480670928955078125,anonymous,EN,5f78ffb7859b2e500488f5d1,Male,10+ years,20-59,Postgraduate,$150k+,White,30,,,,,,,,,,
2022-04-06 16:33:41,2022-04-06 16:34:13,IP Address,65.36.90.154,100,31,True,2022-04-06 16:34:13,R_3mf7RJmMFea5ObA,,,,,33.09510000000000218278728425502777099609375,-96.8804999999999978399500832892954349517822265625,anonymous,EN,,,,,,,,,,5ec99c80d402d64ce088be18,Male,5-10 years,20-59,Undergraduate,$150k+,Asian,51,
2022-04-06 16:33:08,2022-04-06 16:34:19,IP Address,174.28.187.121,100,71,True,2022-04-06 16:34:19,R_1FmRk4Gcu2g32oa,,,,,35.050600000000002864908310584723949432373046875,-106.7249000000000052068571676500141620635986328125,anonymous,EN,5e5e11aed2420e129dc155ce,Female,5-10 years,20-59,Undergraduate,$50-$100k,White,80,,,,,,,,,,
2022-04-06 16:33:38,2022-04-06 16:34:30,IP Address,104.34.179.147,100,51,True,2022-04-06 16:34:30,R_247Uhm7ZkgfNX3p,,,,,34.226799999999997226041159592568874359130859375,-119.048799999999999954525264911353588104248046875,anonymous,EN,,,,,,,,,,610763db336c7d883758810d,Female,10+ years,60+,High School,$150k+,White,40,
2022-04-06 16:32:46,2022-04-06 16:34:43,IP Address,71.34.150.234,100,116,True,2022-04-06 16:34:43,R_sNXUJSrN8Gg0sMN,,,,,38.8361000000000018417267710901796817779541015625,-104.8148000000000052978066378273069858551025390625,anonymous,EN,5e5ae01d75f13d2efe7db45e,Male,10+ years,60+,High School,$25-$50k,White,10,,,,,,,,,,
2022-04-06 16:32:49,2022-04-06 16:34:52,IP Address,174.250.18.16,100,123,True,2022-04-06 16:34:52,R_do0LPKd06RwD6QF,,,,,37.75099999999999766941982670687139034271240234375,-97.8220000000000027284841053187847137451171875,anonymous,EN,,,,,,,,,,5c49484a6d9ae80001a1aa72,Male,1-5 years,20-59,High School,$25-$50k,White,25,
2022-04-06 16:32:59,2022-04-06 16:34:55,IP Address,70.229.101.12,100,115,True,2022-04-06 16:34:55,R_3G2051NwtfEQZCd,,,,,30.04090000000000060254023992456495761871337890625,-95.5301999999999935653249849565327167510986328125,anonymous,EN,,,,,,,,,,5d50e977b0386d00013e105c,Male,10+ years,20-59,Undergraduate,$50-$100k,White,80,
2022-04-06 16:34:21,2022-04-06 16:35:20,IP Address,184.101.11.246,100,58,True,2022-04-06 16:35:20,R_1opy0t0IBWINLlx,,,,,33.49170000000000158024704433046281337738037109375,-111.983699999999998908606357872486114501953125,anonymous,EN,6010f9387969064a53ea6b69,Male,5-10 years,20-59,Postgraduate,$50-$100k,White,74,,,,,,,,,,
